Module,Object,Type,Path,,
inputAdvisor,Collections_RMRespCorrelValue,XPATH,//td[@class='border-right'],,
inputAdvisor,Collections_RMRespMeanContLabel,XPATH,"(//td[contains(text(),'Mean Control')])[1]",,
inputAdvisor,Collections_RMRespMeanTrtmntLabel,XPATH,"(//td[contains(text(),'Mean Treatment')])[1]",,
inputAdvisor,Collections_RMRespMeanStdDevLabel,XPATH,"(//td[contains(text(),'Std. Dev.')])[1]",,
inputAdvisor,Collections_RMRespVisit1Col1Value,XPATH,"//*[@id=""modal-body""]//tr[1]/td[4]",,
inputAdvisor,Collections_RMRespVisit2Col1Value,XPATH,"//*[@id=""modal-body""]//tr[1]/td[5]",,
inputAdvisor,Collections_RMRespVisit3Col1Value,XPATH,"//*[@id=""modal-body""]//tr[1]/td[6]",,
inputAdvisor,Collections_RMRespVisit4Col1Value,XPATH,"//*[@id=""modal-body""]//tr[1]/td[7]",,
inputAdvisor,Collections_RMRespVisit1Col2Value,XPATH,"//*[@id=""modal-body""]//tr[2]/td[2]",,
inputAdvisor,Collections_RMRespVisit2Col2Value,XPATH,"//*[@id=""modal-body""]//tr[2]/td[3]",,
inputAdvisor,Collections_RMRespVisit3Col2Value,XPATH,"//*[@id=""modal-body""]//tr[2]/td[4]",,
inputAdvisor,Collections_RMRespVisit4Col2Value,XPATH,"//*[@id=""modal-body""]//tr[2]/td[5]",,
inputAdvisor,Collections_RMRespVisit1Col3Value,XPATH,"//*[@id=""modal-body""]//tr[3]/td[2]",,
inputAdvisor,Collections_RMRespVisit2Col3Value,XPATH,"//*[@id=""modal-body""]//tr[3]/td[3]",,
inputAdvisor,Collections_RMRespVisit3Col3Value,XPATH,"//*[@id=""modal-body""]//tr[3]/td[4]",,
inputAdvisor,Collections_RMRespVisit4Col3Value,XPATH,"//*[@id=""modal-body""]//tr[3]/td[5]",,
inputAdvisor,Collections_RMRespDropoutSceHeader,XPATH,"(//span[contains(text(),'DROPOUT SCENARIOS')])[1]",,
inputAdvisor,Collections_RMRespDropoutSce1,XPATH,"(//span[contains(text(),'Scenario Name')])[1]",,
inputAdvisor,Collections_RMRespDropoutSce2,XPATH,"(//span[contains(text(),'Scenario Name')])[2]",,
inputAdvisor,Collections_RMRespDropoutHeader,XPATH,lblColHdrRepMesDropoutWeight,,
inputAdvisor,Collections_RMRespDropoutWeightdisabled,XPATH,multiDropoutWeight_0-0,,
inputAdvisor,Collections_RMRespDropoutColName,XPATH,"//td[contains(text(),'Dropout Scenario 1')]",,
inputAdvisor,Plans_RM_Visit1,ID,Visit_1-0,,
inputAdvisor,Plans_RM_Visit2,ID,Visit_2-0,,
inputAdvisor,Plans_RM_Visit3,ID,Visit_3-0,,
inputAdvisor,Plans_RM_Visit4,ID,Visit_4-0,,
inputAdvisor,Plans_RM_Visit5,ID,Visit_5-0,,
inputAdvisor,Plans_RM_Toggle,XPATH,"//label[contains(text(),'Repeated Measures')]",,
inputAdvisor,Plans_RM_VisitTimeMandatoryMsg,XPATH,"//div[text()=""Visit Time is required.""]",,
inputAdvisor,Plans_AddVisitbutton,ID,addVisit,,
inputadvisor,Response_AddScenarioButton,ID,btnAddSubScenario,,
inputadvisor,Response_Scenario1.2HiddenOptions,ID,ellipsisIconSub01,,
inputadvisor,Response_DuplicateScenario1.2,ID,btnDuplicateSubScenario-1,,
inputadvisor,Response_Scenario1.3HiddenOptions,ID,ellipsisIconSub02,,
inputadvisor,Response_DeleteScenario1.3,ID,btnDeleteSubScenario-2,,
inputadvisor,Response_DeleteScenarioPop-upYesButton,XPATH,"(//button[@id=""primaryButton""])[1]",,
inputadvisor,Response_meanCtrlTxtBox1,ID,meanCtrl_0$1-1,,
inputadvisor,Response_meanCtrlTxtBox2,ID,meanCtrl_1$1-1,,
inputadvisor,Response_meanCtrlTxtBox3,ID,meanCtrl_2$1-1,,
inputadvisor,Response_meanCtrlTxtBox4,ID,meanCtrl_3$1-1,,
inputadvisor,Response_meanCtrlTxtBox5,ID,meanCtrl_4$1-1,,
inputadvisor,Response_meanCtrlTxtBox6,ID,meanCtrl_5$1-1,,
inputadvisor,Response_meanTrtTxtBox1,ID,meanTrt_0$2-2,,
inputadvisor,Response_meanTrtTxtBox2,ID,meanTrt_1$2-2,,
inputadvisor,Response_meanTrtTxtBox3,ID,meanTrt_2$2-2,,
inputadvisor,Response_meanTrtTxtBox4,ID,meanTrt_3$2-2,,
inputadvisor,Response_meanTrtTxtBox5,ID,meanTrt_4$2-2,,
inputadvisor,Response_meanTrtTxtBox6,ID,meanTrt_5$2-2,,
inputadvisor,Response_StdDevDropdown,ID,stdDevDropDown_3$0-3,,
inputadvisor,Response_StdDevTxtBox1,ID,sd_0$3-3,,
inputadvisor,Response_StdDevTxtBox2,ID,sd_1$3-3,,
inputadvisor,Response_StdDevTxtBox3,ID,sd_2$3-3,,
inputadvisor,Response_StdDevTxtBox4,ID,sd_3$3-3,,
inputadvisor,Response_StdDevTxtBox5,ID,sd_4$3-3,,
inputadvisor,Response_StdDevTxtBox6,ID,sd_5$3-3,,
inputadvisor,Response_CtrlTxtBox1,ID,ctrl_0$0-1,,
inputadvisor,Response_CtrlTxtBox2,ID,ctrl_0$1-1,,
inputadvisor,Response_CtrlTxtBox3,ID,ctrl_0$2-1,,
inputadvisor,Response_CtrlTxtBox4,ID,ctrl_0$3-1,,
inputadvisor,Response_CtrlTxtBox5,ID,ctrl_0$4-1,,
inputadvisor,Response_CtrlTxtBox6,ID,ctrl_0$5-1,,
inputadvisor,Response_TrtTxtBox1,ID,trt_0$0-2,,
inputadvisor,Response_TrtTxtBox2,ID,trt_0$1-2,,
inputadvisor,Response_TrtTxtBox3,ID,trt_0$2-2,,
inputadvisor,Response_TrtTxtBox4,ID,trt_0$3-2,,
inputadvisor,Response_TrtTxtBox5,ID,trt_0$4-2,,
inputadvisor,Response_TrtTxtBox6,ID,trt_0$5-2,,
inputadvisor,Response_ContReqValMsg,ID,"//div[text()=""Control is required.""]",,
inputadvisor,Response_TrtReqValMsg,ID,"//div[text()=""Treatment is required.""]",,
inputadvisor,Response_SDReqValMsg,ID,"//div[text()=""SD is required.""]",,
inputadvisor,Response_collapseIconScenario1.1,XPATH,"(//a[@id=""header0""])[2]",,
TOA_Baseball,TOA_Baseball_AvgSampleSize_LevelDropdown,XPATH,//*[@id='level_dropdown']//span[@class='Select-arrow'],,
TOA_Baseball,TOA_Baseball_IA_LevelDropdown,XPATH,//*[@id='ia_level_dropdown']//span[@class='Select-arrow'],,
TOA_Baseball,TOA_Baseball_Efficacy_LevelDropdown,XPATH,//*[@id='efficacy_outcomes_dropdown']//span[@class='Select-arrow'],,
TOA_Table,Table_FirstPage,XPATH," //*[@id=""datatable""]/div[3]/button[1]",,
TOA_Filters,TOA_Filters_CloseButton,XPATH,"//*[@id=""filter_page_close_btn""]",,
TOC,TOC_AdvanceSearch,XPATH,//a[text()='Advanced Search'],,
TOC,TOC_advanceSearchAddFilterDropdownArrowDown,XPATH,"(//div[contains(@class,""react-select__indicators"")])[1]",,
TOC,TOC_advanceSearchAddFiltersSubDropdownArrowDown,XPATH,"(//div[contains(@class,""react-select__indicators"")])[2]",,
TOC,TOC_ResultIconone,XPATH,//a[@id='favResultsIcon-0'],,
TOC,TOC_ShowResult,XPATH,//button[@id='showResult'],,
TOC,TOC_FavoriteScenarioTab,XPATH,//a[text()='Favorite Scenarios'],,
TOC,TOC_clearAllButton,XPATH,//button[@id='clearAll'],,
TOC,TOC_meanControlDeleteButton,XPATH,//div[text()='Mean Control']//following-sibling::button,,
TOC,TOC_advanceSearchFavotiteColor,XPATH,"//*[contains(text(),'Results')]//following::a[contains(@id,'favResultsIcon')][index]//following::a[@class='text-fav-cyan'][1]",,
TOC,TOC_advanceSearchFavotiteColorPurple,XPATH,"//*[contains(text(),'Results')]//following::a[contains(@id,'favResultsIcon')][index]//following::a[contains(@class,'fav-purple')][1]",,
TOC,TOC_advanceSearchFavotiteScenarioFirstPositionCheckbox,XPATH,"//*[contains(text(),'Results')]//following::a[contains(@id,'favResultsIcon')][index]//preceding::input[1]",,
TOC,TOC_advanceSearchFavoriteScenarioRemoveLink,XPATH,"//h6[contains(text(),'Results')]//following::a[contains(@id,'favResultsIcon')][index]//following::a[contains(@class,'dropdown-item')][2]",,
TOC,TOC_AdvanceSearchFavScenarioInputField,XPATH,"//*[contains(text(),'Results')]//following::a[contains(@id,'favResultsIcon')][index]//following::input[1]",,
TOC,TOC_advanceSearchFavoriteScenarioInputField,XPATH,"//*[contains(text(),'Results')]//following::a[contains(@id,'favResultsIcon')][index]//following::input[@placeholder='Favorite Name'][1]",,
TOC,TOC_advanceSearchFavoriteScenarioIcon,XPATH,"//*[contains(text(),'Results')]//following::a[contains(@id,'favResultsIcon')][index]",,
TOC,TOC_advanceSearchFavoriteScenarioreferenceLink,XPATH,"//h6[contains(text(),'Results')]//following::a[contains(@id,'favResultsIcon')][index]//following::a[contains(@class,'dropdown-item')][1]",,
TOC,TOC_AdvancedSearch_ShowResultsbutton,XPATH,//button[@id='showResult'],,
TOC,TOC_AdvancedSearchTab,XPATH,//a[text()='Advanced Search'],,
designFinder,DesignFinder_minValueInputField,XPATH,(//*[@id='minimumValue'])[1],,
designFinder,DesignFinder_maxValueInputField,XPATH,(//*[@id='maximumValue'])[1],,
plans,plans_controlArmDoseLevel,ID,doseLevel-0,,
plans,plans_arm1DoseLevel,ID,doseLevel-1,,
plans,plans_arm2DoseLevel,ID,doseLevel-2,,
plans,plans_arm3DoseLevel,ID,doseLevel-3,,
plans,plans_arm4DoseLevel,ID,doseLevel-4,,
plans,plans_winningCondition_Card1,XPATH,//select[@id='doseFindingWinningCondition-0'],,
plans,plans_winningCondition_Card2,XPATH,//select[@id='doseFindingWinningCondition-1'],,
designs,design_varianceDropdown_Card2,XPATH,//select[@id='variance-1'],,
designs,design_thresoldDropdown_Card2,ID,stoprule_threshold-1,,
designs,design_POCThresoldValue_Card2,XPATH,//input[@id='poc_threshold_val-1'],,
designs,design_stopRuleThreshold_Card2,XPATH,//input[@id='stopruleThreshold-4'],,
response,response_GenaralStdDevDrpdownScenario1_Card2,XPATH,//select[@id='stdDevDropDown_0_1-1'],,
,,,,,
response,response_GenaralArm1Scenario1_Card2,XPATH,(//input[@id='sdTreatment_1$0-1']),,
response,response_GenaralArm2Scenario1_Card2,XPATH,(//input[@id='sdTreatment_2$0-1']),,
response,response_GenaralArm3Scenario1_Card2,XPATH,(//input[@id='sdTreatment_3$0-1']),,
response,response_GenaralArm4Scenario1_Card2,XPATH,(//input[@id='sdTreatment_4$0-1']),,
response,response_DrpOutProbOfDrpoutScenario1_Card2,XPATH,(//select[@id='probDropoutDropDown_1$0-0']),,
,,,,,
response,response_DrpOutArm1Scenario1_Card2,XPATH,(//input[@id='treatment_1$0-0'])[1],,
response,response_DrpOutArm2Scenario1_Card2,XPATH,(//input[@id='treatment_2$0-0'])[1],,
response,response_DrpOutArm3Scenario1_Card2,XPATH,(//input[@id='treatment_3$0-0'])[1],,
response,response_DrpOutArm4Scenario1_Card2,XPATH,(//input[@id='treatment_4$0-0'])[1],,
,,,,,
designs,design_interimAnalysisDoseFinding_Card2,XPATH,(//a[text()='Interim Analyses'])[1],,
designFinder,DesignFinder_SelectScenarioDrpdown,XPATH,(//select[@id='scenario'])[1],,
designFinder,DesignFinder_FindDesignsTab,XPATH,//a[text()='Find Designs'],,
designFinder,DesignFinder_minValueInputField,XPATH,(//*[@id='minimumValue'])[1],,
designFinder,DesignFinder_maxValueInputField,XPATH,(//*[@id='maximumValue'])[1],,
designFinder,DesignFinder_SaveAsLink,XPATH,//a[@id='saveAs'],,
designFinder,DesignFinder_InputFilterName,XPATH,//input[@id='filterName'],,
designFinder,DesignFinder_saveFilterButton,XPATH,//button[@id='saveButton'],,
designFinder,DesignFinder_clickOnSavedFilter,XPATH,//h6[@id='filterDropDownClick'],,
designFinder,DesignFinder_dropdownItemSubmenu,XPATH,(//a[@class='dropdown-item submenu-item'])[2],,
designFinder,DesignFinder_SubmenuToggleButton,XPATH,//a[@class='submenu-toggle'],,
designFinder,DesignFinder_SubmenuEditLink,XPATH,//a[@id='updateSubmenuToggle'],,
designFinder,DesignFinder_SubmenuDeleteLink,XPATH,//a[@id='deleteFilterSetBtn'],,
designFinder,DesignFinder_deleteIcon,XPATH,(//button[@name='openDialog'])[1],,
designFinder,DesignFinder_showResultsCheckboxes,XPATH,//input[@type='checkbox'],,
,,,,,
designFinder,DesignFinder_testScenariousPageResultName,XPATH,//h5[@class='mb-0'],,
designFinder,DesignFinder_TestScenariosSectionLink,XPATH,//button[@id='scenariosTab'],,
designFinder,DesignFinder_favoriteScenarioListTestScenarioSection,XPATH,"//span[contains(text(),'Scenario')]",,
designFinder,DesignFinder_TestScenarioSectionFavoritesClickingOneByOne,XPATH,"(//button[contains(@class,'list-group-item list-group-item-action d-flex')])[index]",,
designFinder,DesignFinder_heartIconInvisibledesignFinder,XPATH,(//a[@class='dropdown-toggle caret-off fav-icon '])[1],,
designFinder,DesignFinder_addDesignSceenCyanColorElement,XPATH,"(//a[@class=""dropdown-toggle caret-off fav-icon ""])[1]//following::a[@class='fav-cyan'][1]",,
designFinder,DesignFinder_heartIconInvisibleInputField,XPATH,(//a[@class='dropdown-toggle caret-off fav-icon '])[1]//following::input[1],,
designFinder,DesignFinder_firstHeartIconVisibleDesignFinder,XPATH,"(//a[contains(@class,'dropdown-toggle caret-off fav-icon fav-')])[1]",,
designFinder,DesignFinder_firstHeartIconVisibleDesignFinderRemoveFavoriteButton,XPATH,"(//a[contains(@class,'dropdown-toggle caret-off fav-icon fav-')])[1]//following::a[contains(@id,'remove')][1]",,
designFinder,DesignFinder_launchModelCountElements,XPATH,"//a[contains(@id,'launchModelDetails')]",,
designFinder,DesignFinder_modelcountclosebutton,XPATH,//button[@id='toc-modal-close-button'],,
designFinder,DesignFinder_tableKeys,XPATH,(//div[@class='row align-items-center'])//following-sibling::div[@class='col']//div[1],,
designFinder,DesignFinder_tableValues,XPATH,(//div[@class='row align-items-center'])//following-sibling::div[@class='col']//div[2],,
designFinder,DesignFinder_checkboxElement,XPATH,(//div[@class='custom-checkbox'])[index],,
designFinder,DesignFinder_firstCheckboxElement,XPATH,//input[@id='resultCardChk_0'],,
designs,Design_differenceFromCtrl_Card1,XPATH,//input[@id='futilityInput-0'],,
Cost,Cost_costeToggleButton,XPATH,//div[@class='custom-control custom-switch'],,
Cost,Cost_costAvrCostInputField,XPATH,//input[@id='avgCostPerPatient-0'],,
Cost,Cost_costeLink,XPATH,//span[text()='Costs'],,
scoring,scoring_maximumProbabilityOfWiningWtInputField,ID,maxPower_weight,,
scoring,scoring_mimimumSampleSizeWtInputField,ID,minSampleSize_weight,,
scoring,scoring_mimimumStudyDurationWtInputField,ID,minStudyDuration_weight,,
response,response_Scenario3MeanArm2InputField,ID,meanTreatment_2$2-4,,
response,response_Scenario3MeanArm3InputField,ID,meanTreatment_3$2-4,,
designFinder,DesignFinder_sortButton,ID,dropdownSort,,
designFinder,DesignFinder_sortDrpdownItems,XPATH,//a[@class='dropdown-item '],,
designFinder,DesignFinder_robusrnessScoreTxt,XPATH,//p[text()='Robustness Score']//following::P[1],,
designFinder,iframe_modelcountDesignFinder,XPATH,//iframe[@id='modal-details'],,
designs,Design_TargetSigma_Card2,ID,fut_targetSigma-1,,
designs,Design_TargetDelta_Card2,ID,fut_targetDelta-1,,
,,,,,
designs,designs_ssr_promisingZoneSigma,ID,ssr_promisingZoneSigma-2,,
designs,designs_ssr_promisingZoneDelta,ID,ssr_promisingZoneDelta-2,,
designs,designs_ssr_promisingZoneMinCondPow,ID,ssr_promisingZoneMinCondPow-2,,
designs,designs_ssr_promisingZoneMaxCondPow,ID,ssr_promisingZoneMaxCondPow-2,,
designs,designs_accrualRateAfterAdapt,ID,ssr_accrualRateAfterAdapt-2,,
designs,designs_funtionInPromisingZone,ID,ssr_funtionInPromisingZone-2,,
designs,designs_numberOfSteps,ID,ssr_numberOfSteps-2,,
designs,designs_SSR_TO0Field,ID,to-0,,
designs,designs_maxSSMultiplierZero,ID,maxSSMultiplier-0,,
designs,designs_SSR_TO1Field,ID,to-1,,
designs,designs_maxSSMultiplierOne,ID,maxSSMultiplier-1,,
designs,designs_maxSSMultiplierTwo,ID,maxSSMultiplier-2,,
,,,,,
response,Response_SDTreatmentInputField,XPATH,//input[@id='sdTreatment'],,
designs,designs_Fut_TargetDelta2,ID,fut_targetDelta-2,,
designs,designs_Fut_TargetSigma2,ID,fut_targetSigma-2,,
designs,designs_effspendingFunctionEP1,ID,eff_spendingFunction-0-0,,
designs,designs_effparameterInputFieldEP1,ID,eff_parameterGammaFamily-0-0,,
designs,designs_effspendingFunctionEP2,ID,eff_spendingFunction-0-1,,
designs,designs_effparameterInputFieldEP2,ID,eff_parameterGammaFamily-0-1,,
designs,designs_FutparameterdropdownFieldEP2,ID,fut_parameterLanDeMets-0-1,,
designs,Design_Card1_FutilityBoundary,ID,fut_boundaryFamily-0-1,,
designs,design_FutilityBoundaryFam_Card3,XPATH,(//select[@id='fut_boundaryFamily-2'])[1],,
designs,design_FutilityBoundaryFam_Card2,XPATH,(//select[@id='fut_boundaryFamily-1']),,
TOC,TOC_AdvSearch_EnrollmentSCenarioNameDeleteIcon,XPATH,(//button[@id='open-dialog'])[1],,
designs,design_TestStatistics_Card2,ID,testStatistics-1,,
designs,design_TestStatistics_Card3,ID,testStatistics-2,,
Collections,Collections_Priors1Distributiondropdown,XPATH,//select[@id='distribution_0-0'],,
Collections,Collections_Priors1InputField,XPATH,//input[@id='inputs_0-0'],,
Collections,Collections_PriorsInputMethod,XPATH,"(//select[contains(@id,'inputMethod')])[index]",,
Collections,Collections_PriorsDistributionMethod,XPATH,"(//select[contains(@id,'distribution')])[index]",,
Collections,Collections_PriorsParameterMethod,XPATH,"(//select[contains(@id,'parameter')])[index]",,
Collections,Collections_addPriorsLink,XPATH,//button[@id='addPriorButton'],,
Collections,Collections_PriorsResultsSelectButton,ID,btnPOSSelect,,
Collections,Collections_Prior2InputFile,XPATH,//input[@id='inputs_0-1'],,
Collections,Collections_Prior3InputFile,XPATH,//input[@id='inputs_1-2'],,
Collections,Collections_Prior4InputFile,XPATH,//input[@id='inputs_0-3'],,
Collections,Collections_Prior5InputFile,XPATH,//input[@id='inputs_0-4'],,
Collections,Collections_noOfSimulationDd,ID,noOfSimulation,,
Collections,Collections_uploadedFilesPrior,XPATH,//input[@type='file'],,
inputAdvisor,Plans_RM_Toggle,XPATH,"//label[contains(text(),'Repeated Measures')]",,
inputAdvisor,Plans_addVisitLink,XPATH,"//button[contains(@id,'addVisit')]",,
inputAdvisor,design_dropoutImputationLink_Card1,XPATH,(//a[text()='Dropout Imputation'])[1],,
inputAdvisor,design_dropoutImputationLink_Card2,XPATH,(//a[text()='Dropout Imputation'])[1],,
designs,design_addRowButon_Card1,XPATH,(//button[@id='addRowButton'])[1],,
designs,design_analysisSpacingInfoIA1_Card1,XPATH,(//input[@id='analysisSpacing-0'])[1],,
designs,design_analysisSpacingInfoIA2_Card1,XPATH,(//input[@id='analysisSpacing-1'])[1],,
designs,design_analysisSpacingInfoIA3_Card1,XPATH,(//input[@id='analysisSpacing-2'])[1],,
designs,design_dropOutInputationOptions_Card2,XPATH,"(//div[contains(@class,'react-select__indicator react-select__dropdown')])[2]",,
designs,design_dropoutRateInputMethodDrpdown,XPATH,"(//select[contains(@id,""inputMethod"")])[4]",,
designs,design_dropoutRateInputMethodDrpdownCard2,XPATH,"(//select[contains(@id,""inputMethod"")])[2]",,
response,response_editCorelation1stScenario_Card1,XPATH,(//button[text()='Edit Correlation Matrix'])[1],,
response,response_editCorelation2ndScenario_Card1,XPATH,(//button[text()='Edit Correlation Matrix'])[2],,
response,response_editCorelation1stScenario_Card2,XPATH,(//button[text()='Edit Correlation Matrix'])[3],,
response,response_editCorelation2ndScenario_Card2,XPATH,(//button[text()='Edit Correlation Matrix'])[4],,
response,response_editCorelationTypeDrpdown,XPATH,//select[@id='correaltionType'],,
response,responseStdDevDrpdown2ndScenario_Card1,XPATH,(//select[@id='stdDevDropDown_3$0-3'])[2],,
response,responseStdDevDrpdown2ndScenario_Card2,XPATH,(//select[@id='stdDevDropDown_3$1-3'])[2],,
response,response_editCorelationApplyButton,XPATH,//button[@id='btnMatrixApply'],,
Plan,Plan_Card1_WinningCondition,XPATH,//select[@id='winningCondition-0'],,
designs,designs_Card1_EP1_FutilityCheckbox,ID,futilityEP1-0,,
designs,designs_Card1_EP2_FutilityCheckbox,ID,futilityEP2-0,,
designs,designs_Card1_EP1eff_SpendingFunction,XPATH,//select[@id='eff_spendingFunction-0-0'],,
designs,designs_Card1_EP2eff_SpendingFunction,XPATH,//select[@id='eff_spendingFunction-0-1'],,
designs,designs_Card2_EP1_TargetNoofEvents,XPATH,//input[@id='numberOfEvents-1-0'],,
designs,designs_Card2_EP2_TargetNoofEvents,XPATH,//input[@id='numberOfEvents-1-1'],,
designs,designs_Card2_EP1eff_Parameter,XPATH,//input[@id='eff_parameterGammaFamily-1-0'],,
designs,designs_Card2_EP2eff_Parameter,XPATH,//input[@id='eff_parameterGammaFamily-1-1'],,
designs,designs_Card3_EP1_TargetNoofEvents,XPATH,//input[@id='numberOfEvents-2-0'],,
designs,designs_Card3_EP2_TargetNoofEvents,XPATH,//input[@id='numberOfEvents-2-1'],,
response,Response_Card1_Ep1_Control,XPATH,//input[@id='controlEP10'],,
response,Response_Card1_Ep1_HazardRatio,XPATH,//input[@id='hazardRatioEP10'],,
response,Response_Card1_Ep2_Control,XPATH,//input[@id='controlEP20'],,
response,Response_Card1_Ep2_HazardRatio,XPATH,//input[@id='hazardRatioEP20'],,
response,Response_Card1_DropoutControl,XPATH,(//input[@id='dropOutControl'])[1],,
response,Response_Card1_DropoutTreatment,XPATH,(//input[@id='dropOutTreatment'])[1],,
response,Response_Card2_Ep1_Control,XPATH,//input[@id='controlEP11'],,
response,Response_Card2_Ep1_HazardRatio,XPATH,//input[@id='hazardRatioEP11'],,
response,Response_Card2_Ep2_Control,XPATH,//input[@id='controlEP21'],,
response,Response_Card2_Ep2_HazardRatio,XPATH,//input[@id='hazardRatioEP21'],,
Enrollment,Enrollment_Card1_AverageSubjectsEnrolled,XPATH,//input[@id='avg-patients-enrolled'],,
inputadvisor,Designs_Visit1ContrastCoefficient1,ID,Visit 1-0-0,,
inputadvisor,Designs_Visit1ContrastCoefficient2,ID,Visit 1-1-1,,
inputadvisor,Designs_Visit2ContrastCoefficient1,ID,Visit 2-0-0,,
inputadvisor,Designs_Visit2ContrastCoefficient2,ID,Visit 2-1-1,,
inputadvisor,Designs_Visit3ContrastCoefficient1,ID,Visit 3-0-0,,
inputadvisor,Designs_Visit3ContrastCoefficient2,ID,Visit 3-1-1,,
inputadvisor,Designs_Visit4ContrastCoefficient1,ID,Visit 4-0-0,,
inputadvisor,Designs_Visit4ContrastCoefficient2,ID,Visit 4-1-1,,
inputadvisor,Designs_Visit5ContrastCoefficient1,ID,Visit 5-0-0,,
inputadvisor,Designs_Visit5ContrastCoefficient2,ID,Visit 5-1-1,,
inputadvisor,Designs_FinalVisitContrastCoefficient1,ID,Visit 6-0-0,,
inputadvisor,Designs_FinalVisitContrastCoefficient2,ID,Visit 6-1-1,,
inputadvisor,Designs_ContrastCoefficiencyReqMsg,XPATH,"//div[text()=""Contrast Coefficient is required.""]",,
inputadvisor,Designs_DropoutImutationReqMsg,XPATH,"//div[text()=""Dropout Imputation Option is required.""]",,
inputadvisor,design_deleteInterimButton_Card1,ID,deleteIcon-2,,
inputadvisor,Designs_SubCompletedVisitRequiredMsg,XPATH,"//div[text()=""% of Subjects Completed Visit is required.""]",,
inputadvisor,Designs_AnalysisspacingIA2Card1,XPATH,//input[@id='analysisSpacing-1'],,
inputadvisor,Designs_RM_FutilityBoundTextbox,ID,fut_threshold_val-0,,
inputadvisor,Designs_FutilityBoundRequiredMsg,XPATH,"//div[text()=""Threshold is required.""]",,
inputadvisor,Designs_RemoveDropoutImutaion,XPATH,"//div[@aria-label=""Remove None (Missing at Random)""]",,
inputadvisor,Response_EditCorrMatrixBtn,ID,btnEditCorrMatrix,,
inputadvisor,Response_CorrDrop_UN_visitRow1Textbox1,ID,visit_2-0,,
inputadvisor,Response_CorrDrop_UN_visitRow1Textbox2,ID,visit_3-0,,
inputadvisor,Response_CorrDrop_UN_visitRow1Textbox3,ID,visit_4-0,,
inputadvisor,Response_CorrDrop_UN_visitRow1Textbox4,ID,visit_5-0,,
inputadvisor,Response_CorrDrop_UN_visitRow1Textbox5,ID,final_6-0,,
inputadvisor,Response_CorrDrop_UN_visitRow2Textbox1,ID,visit_3-1,,
inputadvisor,Response_CorrDrop_UN_visitRow2Textbox2,ID,visit_4-1,,
inputadvisor,Response_CorrDrop_UN_visitRow2Textbox3,ID,visit_5-1,,
inputadvisor,Response_CorrDrop_UN_visitRow2Textbox4,ID,final_6-1,,
inputadvisor,Response_CorrDrop_UN_visitRow3Textbox1,ID,visit_4-2,,
inputadvisor,Response_CorrDrop_UN_visitRow3Textbox2,ID,visit_5-2,,
inputadvisor,Response_CorrDrop_UN_visitRow3Textbox3,ID,final_6-2,,
inputadvisor,Response_CorrDrop_UN_visitRow4Textbox1,ID,visit_5-3,,
inputadvisor,Response_CorrDrop_UN_visitRow4Textbox2,ID,final_6-3,,
inputadvisor,Response_CorrDrop_UN_visitRow5Textbox1,ID,final_6-4,,
inputadvisor,Response_RM_CorrTypeDropdown,ID,correaltionType,,
inputadvisor,Response_RM_CorrRequiredValMsg,XPATH,"//div[text()=""Correlation value is required.""]",,
inputadvisor,Response_RM_Visit1ColLbl,ID,lblColHdrCorrMatVisit1,,
inputadvisor,Response_RM_Visit2ColLbl,ID,lblColHdrCorrMatVisit2,,
inputadvisor,Response_RM_Visit3ColLbl,ID,lblColHdrCorrMatVisit3,,
inputadvisor,Response_RM_Visit4ColLbl,ID,lblColHdrCorrMatVisit4,,
inputadvisor,Response_RM_Visit5ColLbl,ID,lblColHdrCorrMatVisit5,,
inputadvisor,Response_RM_Visit6ColLbl,ID,lblColHdrCorrMatVisit6,,
inputadvisor,Response_RM_Visit1RowLbl,XPATH,"//*[@id=""matrixBody""]/div/div[2]/div/div[1]/table/tbody/tr[1]/th",,
inputadvisor,Response_RM_Visit2RowLbl,XPATH,"//*[@id=""matrixBody""]/div/div[2]/div/div[1]/table/tbody/tr[2]/th",,
inputadvisor,Response_RM_Visit3RowLbl,XPATH,"//*[@id=""matrixBody""]/div/div[2]/div/div[1]/table/tbody/tr[3]/th",,
inputadvisor,Response_RM_Visit4RowLbl,XPATH,"//*[@id=""matrixBody""]/div/div[2]/div/div[1]/table/tbody/tr[4]/th",,
inputadvisor,Response_RM_Visit5RowLbl,XPATH,"//*[@id=""matrixBody""]/div/div[2]/div/div[1]/table/tbody/tr[5]/th",,
inputadvisor,Response_RM_Visit6RowLbl,XPATH,"//*[@id=""matrixBody""]/div/div[2]/div/div[1]/table/tbody/tr[6]/th",,
inputadvisor,Response_RM_PcTextbox,XPATH,"//input[@id=""pc""]",,
inputadvisor,Response_RM_ApplyButton,ID,btnMatrixApply,,
inputadvisor,Response_RM_CancelButton,ID,btnMatrixCancel,,
inputadvisor,Response_RM_CancelpopupNO,XPATH,"(//button[@id=""secondaryButton""])[2]",,
inputadvisor,Response_RM_CorrRangeValMsg,XPATH,"//div[text()=""Correlation value should be between -1 to 1.""]",,
inputadvisor,Response_RM_PcRequiredValMsg,XPATH,"//div[text()=""ρc is required.""]",,
inputadvisor,Response_RM_CloseButton,ID,matrix-modal-close-button,,
inputadvisor,Response_RM_CorrelationTypeLbl,ID,lblRepMesCorrType-0,,
